ID,DOI,Abstract
142,10.1097/hjh.0000000000000738,"Both low temperature and high air pollution have been associated with an increased risk of cardiovascular events, which could be predicted by increased arterial blood pressure (BP) within short periods. However, whether exposures to temperature and air pollution simultaneously may have interactive effects on BP has been unknown. We investigated this potential interaction during 460 repeated visits in 39 healthy university students in the context of traffic-related air pollution.
Study participants in the Healthy Volunteer Natural Relocation study underwent repeated BP measurements for 12 occasions under three exposure scenarios in Beijing, China, in 2010-2011. We used generalized linear mixed-effects models to estimate exposure effects.
Decreasing temperature was associated with significant increases in BP. There were significant interactions between temperature and traffic-related air pollutants (particulate matter with an aerodynamic diameter ≤2.5 μm, organic carbon, elemental carbon and nitrogen dioxide) on BP (P < 0.05 for all interaction tests). The estimated increases in SBP and DBP were 4.9 mmHg [95% confidence interval (CI) 2.9-6.8] and 3.7 mmHg (95% CI 2.3-5.1) at high elemental carbon level (≥median), and were -1.3 mmHg (95% CI -6.3 to 3.6) and 0.7 mmHg (95% CI -2.8 to 4.2) at low elemental carbon level (<median) per 10°C decrease in daily minimum temperature. We also found stronger air pollution effects on BP at low temperature levels (<median) than at high temperature levels (≥median).
Low temperature and high air pollution may act synergistically to increase BP in healthy adults. Our findings may have potential implications for prevention of cardiovascular events associated with increased BP among high-risk individuals."
143,10.5620%2Feht.2012.27.e2012013,"We aimed to investigate the acute effects of heat stress on body temperature and blood pressure of elderly individuals living in poor housing conditions.
Repeated measurements of the indoor temperature, relative humidity, body temperature, and blood pressure were conducted for 20 elderly individuals living in low-cost dosshouses in Seoul during hot summer days in 2010. Changes in the body temperature, systolic blood pressure (SBP) and diastolic blood pressure (DBP) according to variations in the indoor and outdoor temperature and humidity were analyzed using a repeated-measures ANOVA controlling for age, sex, alcohol, and smoking.
Average indoor and outdoor temperatures were 31.47℃ (standard deviation [SD], 0.97℃) and 28.15℃ (SD, 2.03℃), respectively. Body temperature increased by 0.21℃ (95% confidence interval [CI], 0.16 to 0.26℃) and 0.07℃ (95% CI, 0.04 to 0.10℃) with an increase in the indoor and outdoor temperature of 1℃. DBP decreased by 2.05 mmHg (95% CI, 0.05 to 4.05 mmHg), showing a statistical significance, as the indoor temperature increased by 1℃, while it increased by 0.20 mmHg (95% CI, -0.83 to 1.22 mmHg) as outdoor temperature increased by 1℃. SBP decreased by 1.75 mmHg (95% CI, -1.11 to 4.61 mmHg) and 0.35 mmHg (95% CI, -1.04 to 1.73 mmHg), as the indoor and outdoor temperature increased by 1℃, respectively. The effects of relative humidity on SBP and DBP were not statistically significant for both indoor and outdoor.
The poor and elderly are directly exposed to heat waves, while their vital signs respond sensitively to increase in temperature. Careful adaptation strategies to climate change considering socioeconomic status are therefore necessary."
144,10.1038/hr.2016.184,"During blood pressure (BP) measurement, the recommended positioning of the cuff bladder center is directly above the brachial artery. We investigated the relevance of incorrect cuff positioning during (1) auscultatory measurement with an appropriate or improperly small cuff and (2) oscillometric measurement with a wide-range cuff designed to guarantee accurate measurements regardless of position. In subjects with wide BP and arm circumference ranges, (1) auscultatory BP was repeatedly measured with a properly positioned cuff (reference) and, simultaneously, with an identical cuff placed on the other arm in either a correct or an incorrect position (test). The measurements were performed with a properly sized (N=57) or an improperly small cuff (N=33). (2) Auscultatory measurements obtained with a properly positioned and sized cuff were compared with oscillometric measurements obtained with a specially designed wide-range cuff (Omron IntelliWrap) placed on the contralateral arm either in a correct or an incorrect position. Auscultatory BP measures were unaffected by incorrect positioning of a properly sized cuff, whereas with undercuffing, BP was overestimated with the cuff displaced by 90° laterally (systolic/diastolic BP differences: 4.9±4.6/4.0±4.6 mm Hg, P<0.01) or by 180° (3.9±5.4/4.2±5.1 mm Hg, P<0.01) in relation to the correct position. Incorrect placement of the oscillometric cuff had no significant effect on the accuracy of the measurements (difference with correct position <1.5 mm Hg). Incorrect cuff positioning introduces a systematic overestimation of auscultatory BP when the cuff is too small in relation to arm circumference but not when it is correctly sized. No systematic error was observed with oscillometric measurements obtained with a specially designed wide-range cuff"
145,10.1007/s00421-010-1646-9,"Gravity, like any acceleration, causes a hydrostatic pressure gradient in fluid-filled bodily compartments. At a force of 1G, this pressure gradient amounts to 10 kPa/m. Postural changes alter the distribution of hydrostatic pressure patterns according to the body's alignment to the acceleration field. At a certain location--referred to as hydrostatically indifferent--within any given fluid compartment, pressure remains constant during a given change of position relative to the acceleration force acting upon the body. At this specific location, there is probably little change in vessel volume, wall tension, and the balance of Starling forces after a positional manoeuvre. In terms of cardiac function, this is important because arterial and venous hydrostatic indifference locations determine postural cardiac preload and afterload changes. Baroreceptors pick up pressure signals that depend on their respective distance to hydrostatic indifference locations with any change of body position. Vascular shape, filling volume, and compliance, as well as temperature, nervous and endocrine factors, drugs, and time all influence hydrostatic indifference locations. This paper reviews the physiology of pressure gradients in the cardiovascular system that are operational in a gravitational/acceleration field, offers a broadened hydrostatic indifference concept, and discusses implications that are relevant in physiological and clinical terms."
146,10.3390/s20164484,"Advancements in materials science and fabrication techniques have contributed to the significant growing attention to a wide variety of sensors for digital healthcare. While the progress in this area is tremendously impressive, few wearable sensors with the capability of real-time blood pressure monitoring are approved for clinical use. One of the key obstacles in the further development of wearable sensors for medical applications is the lack of comprehensive technical evaluation of sensor materials against the expected clinical performance. Here, we present an extensive review and critical analysis of various materials applied in the design and fabrication of wearable sensors. In our unique transdisciplinary approach, we studied the fundamentals of blood pressure and examined its measuring modalities while focusing on their clinical use and sensing principles to identify material functionalities. Then, we carefully reviewed various categories of functional materials utilized in sensor building blocks allowing for comparative analysis of the performance of a wide range of materials throughout the sensor operational-life cycle. Not only this provides essential data to enhance the materials' properties and optimize their performance, but also, it highlights new perspectives and provides suggestions to develop the next generation pressure sensors for clinical use."
147,10.4103%2F0019-5049.93354,"It is a standard practice to measure non-invasive blood pressure (NIBP) in the perioperative setting using oscillotonometric equipment.
In our study, blood pressure (BP) was measured in the arm and calf preoperatively with an aim to determine whether there was any correlation between the two. This was done so that the surgeries in which upper arm could not be used for measurement of BP intraoperatively, the calf could be used as an alternative site. For instance, in patients undergoing mastectomy, one arm is available for intravenous (i.v) cannulation and NIBP measurement, which leads to repeated occlusion of the i.v. line. In patients with polytrauma, amputated arm, burns and multiple i.v. lines, as in patients with shock, neither arm is available for BP monitoring."
148,10.1111/j.1365-2702.2005.01494.x,"The aim of the present study was to test the effects of different body on BP readings in a Turkish healthy young adults.
It is known that many factors influence an individual's blood pressure measurement. However, guideliness for accurately measuring blood pressure inconsistently specify that patient's position and they should keep feet flat on the floor. Although there are more information on arm position in blood pressure measurement, surprisingly little information can be found in the literature with respect to the influence of body position on the blood pressure readings in healthy young people.
A total of 157 healthy young students who had accepted to participate in the study were randomly selected. In all subjects the blood pressure was measured subsequently in four positions: Sitting blood pressure was taken from the left arm, which was flexed at the elbow and supported at the heart level on the chair. After at least one minute of standing, the blood pressure was then taken standing, with the arm supported at the elbow and the cuff at the heart level. After one minute of rest, the blood pressure was subsequently taken supine position. Finally, after one minute the blood pressure was again taken in this last position with supine position with crossed legs.
The blood pressure tended to drop in the standing position compared with the sitting, supine and supine with crossed legs. Systolic and diastolic blood pressure was the highest in supine position when compared the other positions. There was a difference between systolic blood pressures and this was statistically significant (P < 0.001) but the difference between diastolic blood pressure was not statistically significant (P > 0.05). All changes in systolic blood pressure were statistically significant except those from supine to supine position with crossed legs.
When assessing blood pressure it is important to take the position of the patient into consideration. Also, blood pressure measurement must be taken in sitting position with the arms supported at the right a trial level."
149,10.1111/j.1365-2702.2005.01494.x,"The aim of the present study was to test the effects of different body on BP readings in a Turkish healthy young adults.
It is known that many factors influence an individual's blood pressure measurement. However, guideliness for accurately measuring blood pressure inconsistently specify that patient's position and they should keep feet flat on the floor. Although there are more information on arm position in blood pressure measurement, surprisingly little information can be found in the literature with respect to the influence of body position on the blood pressure readings in healthy young people.
A total of 157 healthy young students who had accepted to participate in the study were randomly selected. In all subjects the blood pressure was measured subsequently in four positions: Sitting blood pressure was taken from the left arm, which was flexed at the elbow and supported at the heart level on the chair. After at least one minute of standing, the blood pressure was then taken standing, with the arm supported at the elbow and the cuff at the heart level. After one minute of rest, the blood pressure was subsequently taken supine position. Finally, after one minute the blood pressure was again taken in this last position with supine position with crossed legs.
 The blood pressure tended to drop in the standing position compared with the sitting, supine and supine with crossed legs. Systolic and diastolic blood pressure was the highest in supine position when compared the other positions. There was a difference between systolic blood pressures and this was statistically significant (P < 0.001) but the difference between diastolic blood pressure was not statistically significant (P > 0.05). All changes in systolic blood pressure were statistically significant except those from supine to supine position with crossed legs.When assessing blood pressure it is important to take the position of the patient into consideration. Also, blood pressure measurement must be taken in sitting position with the arms supported at the right a trial level."
150,10.1097/00004872-199816030-00002,"Several guidelines for the management of hypertension do not give special preference to a specific position of the patient during blood pressure measurement, suggesting that blood pressure readings taken with patients sitting and with patients supine are interchangeable.
To test whether there is any difference between the blood pressure readings with patients sitting and supine.
Blood pressure and heart rate were measured three times each for 245 subjects (171 hypertensives), with subjects both sitting and supine, simultaneously on both arms, with a Hawksley random-zero sphygmomanometer on the right arm and a semi-automatic oscillometric device (Bosomat) on the left arm. The sequence of the two positions was randomized. The procedure was repeated on a second occasion for 49 subjects (41 hypertensives) with the sequence of the positions reversed. Because there was no systematic difference among the three readings per position, the averages of the three blood pressure and heart rate readings with subjects sitting and supine were compared and the influences of age, body mass index, hypertension and medication on the difference were examined. We found no influence of the subject's body posture on the systolic blood pressure. We found a higher diastolic blood pressure [by 5.2+/-0.4 mmHg (mean+/-SEM), P< 0.001 with Hawksley random-zero sphygmomanometer] and a greater heart rate [by 1.5+/-0.3 beats/min (mean+/-SEM), P< 0.001] with subjects sitting. The sitting minus supine differences for diastolic blood pressure and heart rate decreased significantly with increasing age (P< 0.001). We found no effect of body mass index, hypertension and medication on the sitting - supine differences.
The subject's body posture influenced especially the diastolic blood pressure and heart rate, both of them being significantly higher with patients sitting rather than supine. This effect decreased with age. Thus, for indirect blood pressure measurement, diastolic blood pressure values obtained with subjects sitting and supine cannot automatically be regarded as equivalent."
151,10.1038/ajh.2011.106,"Although blood pressure (BP) differences from supine to sitting position have long been recognized, limited data are available on other commonly used body positions. We performed a cross-sectional study to compare BP values obtained in supine, sitting, and Fowler's positions in essential hypertensive subjects.Systolic BP (SBP) and diastolic BP (DBP) were recorded using an automatic oscillometric device. Nine measurements were taken: three measurements, in random order, in supine, Fowler's, and sitting position. Two generalized estimating equations models were used to evaluate potential predictors of SBP and DBP adjusting for heart rate and measurement order.
The sample consisted of 250 subjects (mean age 66.3 ± 13.4 years; 44.4% males). Measured in supine, Fowler's, and sitting position, mean SBPs were 139.3 ± 14.0; 138.1 ± 13.8; 137.2 ± 13.7 mm Hg, respectively, and mean DBPs 80.1 ± 9.1; 81.9 ± 9.4; 83.0 ± 9.6 mm Hg, respectively. At multivariate analysis, mean SBP significantly decreased if measured in Fowler's and sitting positions, as compared to supine. In contrast, DBP significantly increased. A relevant proportion of subjects showed large differences (≤ or ≥10 mm Hg) in mean SBP across positions: i.e., 30.0% comparing supine vs. sitting SBP. An even higher prevalence of large differences was observed according to the measurement order within the same positions, with no univocal direction (random variation).
 Fowler's position may represent a valid alternative to sitting and supine positions for BP measurement in clinical practice. BP random variability was found to be large regardless of body position, reinforcing the need for operators to closely follow current guidelines that recommend ≥2 recordings at each measurement."
152,10.1002/clc.4960101016,"The present study was designed to assess the value of correct positioning of a patient's arm when measuring blood pressure (BP). A total of 181 subjects were examined, 141 hypertensives on treatment, 25 untreated hypertensives, 15 normotensives. All the subjects underwent three BP measurements after a 5-min resting period in supine position. Then two BP readings were recorded in standing position with the arm either positioned by the patient's side or supported passively at patient's heart level. Average systolic BP (SBP) in standing position were 144.6 +/- 20.2 mmHg with the arm at the side and 136.4 +/- 21.1 mmHg with the arm at the heart level (p less than 0.001); average diastolic pressures were 99.0 +/- 12.0 mmHg and 90.2 +/- 12.3 mmHg (p less than 0.001), respectively. A fall in SBP greater than or equal to 20 mmHg from the supine to the upright position was detected in 18.2% of cases when measurement was performed at heart level; such a reduction was inapparent in two-thirds of cases when the arm was placed at the patient's body side. Incorrect positioning of a patient's arm during BP measurements in standing position leads to overestimation of BP values and masks the presence of postural hypotension."
153,10.1097/01.mbp.0000218007.57957.56,"Determining the influence of the position of the arm on blood pressure measurement in the sitting position.
Blood pressure of 128 individuals (the majority being treated hypertensive patients) visiting the outpatient clinic was measured simultaneously on both arms with arms in two different positions. First, both arms were placed at the chair support level and blood pressure was measured three times on both arms after 10 min of rest. Subsequently, while still remaining in the same sitting position, five blood pressure measurements were made simultaneously at both arms with one arm placed on the desk and one arm placed and supported at heart level (mid-sternal). The arm placed at heart level served as the reference arm. The choice of which arm was placed at desk level and which arm was placed at heart level was randomized.
Both at desk level and at chair support level, mean (+/-SD) systolic and diastolic blood pressures were higher than blood pressure at heart level by 6.1/5.7+/-4.6/3.1 and 9.3/9.4+/-5.4/3.4 mmHg, respectively. The effect of the height differences between the arm positions on the blood pressure readings was smaller than predicted (0.49 mmHg/cm systolic and 0.47 mmHg/cm diastolic). No significant correlation was found between blood pressure difference in the different arm positions (desk and heart level) and age, sex, weight or baseline blood pressure.
Different arm positions below heart level have significant effects on blood pressure readings. The leading guidelines about arm position during blood pressure measurement are not in accordance with the arm position used in the Framingham study, the most frequently used study for risk estimations."
154,10.1038/sj.jhh.1000720,"To test the effect of positioning the arm on the arm-rest of a common chair, below the officially recommended right atrial level, on the blood pressure (BP) readings in a group of out-patients.
 A group of 69 patients (58 hypertensives; 39 males; mean +/- s.d. age 54.1 +/- 16.0 years) participated in the present study. BP and heart rate values obtained in each of the following two positions were compared: (1) sitting with the arms supported on the arm-rests of the chair and (2) sitting with the arms supported at the level of the mid-sternum (the approximation of the right atrial level). BP was measured simultaneously at both arms, with a mercury sphygmomanometer at the right arm and with an automatic oscillometric device at the left arm.
Both the systolic and diastolic BPs were significantly higher (P < 0.0001) when the arm was placed on the arm-rest of the chair than at the right atrial level. The same differences +/- s.d. in BP between the two positions were obtained with both measurement techniques: 9.7 +/- 9.4 mm Hg (systolic) and 10.8 +/- 5.8 mm Hg (diastolic) with the mercury sphygmomanometer and respectively 7.3 +/- 8.9 mm Hg and 8.3 +/- 6.0 mm Hg with the oscillometric device. No difference in the heart rate was found between the two positions.
 Placing the patient's arms on the arm-rest of the chair instead of at the reference right atrial level, BP measurement will result in spuriously elevated BP values. This may be of great importance for the diagnosis and the subsequent treatment decisions for patients with hypertension."
155,10.1097/00006199- 199903000- 00009,"It is clear that numerous factors influence an individual's blood pressure measurement. However, guidelines for accurately measuring blood pressure inconsistently specify that the patient should keep feet flat on the floor.
To determine if the crossing of a leg at the knee during blood pressure measurement has an effect on the patient's blood pressure reading.
A convenience sample of 100 hypertensive male subjects was selected from various outpatient clinics in an inner-city acute-care veterans' hospital. The first 50 subjects positioned their feet flat on the floor while their blood pressure was measured. After 3 minutes, the blood pressure was measured again with the subject's leg crossed at the knee. The procedure was reversed for the second 50 subjects.
The results indicated that both systolic and diastolic blood pressure increased significantly (p < .0001) with the crossed leg position.
When blood pressure is measured, patients should be instructed to have feet flat on the floor to eliminate a potential source of error."
156,,"Although there is a theoretical basis for crossing legs to increase blood pressure, there are no published data addressing this question. As a result guidelines for measurement of blood pressure are not consistent in recommending that patients legs should not be crossed during measurement.
To determine the effect of crossing legs on blood pressure.
Fifty healthy volunteers and 53 patients with hypertension were randomly allocated in a study with a cross-over design to having seated blood pressure measured with their legs in three different positions: feet flat on the floor and legs crossed using two common methods. The blood pressures were assessed by an investigator who was blinded to the leg positions and used a fully automated sphygmomanometer.
Crossing legs during blood pressure measurement increased systolic (by average 8.1 mmHg, 95% confidence interval 5.1-11.1 mmHg for method 1; 10.5 mmHg, 6.5-14.6 mmHg for method 2) and diastolic (by 4.5 mmHg, 1.5-7.5 mmHg for method 1; 4.0 mmHg, 2.0-6.0 mmHg for method 2) blood pressures in patients who have hypertension. Crossing legs increased systolic blood pressure (by 2.5 mmHg, 1.3)3.8 mmHg for method 1; 2.3 mmHg, 0.9-3.7 mmHg for method 2) in the healthy volunteers but had little effect on diastolic blood pressure. The cardiovascular-risk class increased for a large number of the hypertensive patients but for fewer of the normotensive subjects.
Blood pressure increases when legs are crossed and this increases the estimation of cardiovascular risk for many patients. Care should be taken to ensure that the patients feet are flat on the floor when measuring their blood pressure."
157,10.1097/00006199-199903000-00009,"It is clear that numerous factors influence an individual's blood pressure measurement. However, guidelines for accurately measuring blood pressure inconsistently specify that the patient should keep feet flat on the floor.
To determine if the crossing of a leg at the knee during blood pressure measurement has an effect on the patient's blood pressure reading.
 A convenience sample of 100 hypertensive male subjects was selected from various outpatient clinics in an inner-city acute-care veterans' hospital. The first 50 subjects positioned their feet flat on the floor while their blood pressure was measured. After 3 minutes, the blood pressure was measured again with the subject's leg crossed at the knee. The procedure was reversed for the second 50 subjects.
The results indicated that both systolic and diastolic blood pressure increased significantly (p < .0001) with the crossed leg position.
When blood pressure is measured, patients should be instructed to have feet flat on the floor to eliminate a potential source of error."
158,10.1080/08037050410000903,"It is known that many factors influence an individual's blood pressure measurement. However, guidelines for accurately measuring blood pressure inconsistently specify that the patient should keep feet flat on the floor. The purpose of this study was to examine the effects of a crossed leg position on blood pressure in a Turkish sample. A prospective study of 238 subjects with an unmedicated high-normal blood pressure, stage 1 or stage 2 hypertension was conducted. After obtaining informed consent, subjects positioned their feet flat on the floor while their blood pressure was being measured. After 3 min, the blood pressure was measured again with the subject's leg crossed at the knee. Mean values of blood pressure were compared by t-test between two measurements. Statistical significance for all analysis was taken at the 5% level. The results indicated that both systolic and diastolic blood pressure increased significantly with the crossed leg position. Crossing the leg at the knee results in a significant increase in blood pressure. When blood pressure is measured, subjects should be instructed to have feet flat on the floor to eliminate a potential source of error."
159,NO DOI,No abstract
160,10.1097/00004872-200206000-00019,"To determine whether there is significant disparity in blood pressure between the two arms.
Prospective, observational study.
 One general hospital in Birmingham, England.
Four hundred participants [age 56.3 +/- 19.7 years (mean +/- SD), 50% male] were recruited from staff and patients. Simultaneous bilateral blood pressure measurements were obtained using Omron HEM-705CP automated oscillatory devices; with two measurements taken in each arm.
Mean inter-arm blood pressure differences and frequency of clinically important disparities.
Mean +/- SD inter-arm differences in systolic and diastolic blood pressure were 1.81 +/- 8.6 mmHg and -0.23 +/- 8.3 mmHg, respectively. The analogous figures for mean +/- SD absolute differences were 6.32 +/- 6.12 mmHg and 5.06 +/- 6.57 mmHg, respectively. Significant differences were present between the mean right and left arm systolic blood pressure [t(399) = 4.20, P < 0.0001], and the mean absolute difference for both systolic [t(399) = 20.65; P < 0.0001] and diastolic [t(399) = 15.39; P < 0.0001] blood pressure. The variation in mean inter-arm blood pressure was unrelated to age, sex, ethnicity, arm circumference, handedness, being hypertensive, diabetic, or previous history of cardiovascular disease. Clinically significant inter-arm differences in systolic blood pressure of > 10 and > 20 mmHg were found in 20 and 3.5%, respectively; diastolic differences of > 10 and > 20 mmHg were present in 11 and 3.5%, respectively. Age was the only significant predictor of clinically significant variations in inter-arm blood pressures and mean absolute blood pressure differences.
Significant differences in mean inter-arm systolic blood pressure, and mean absolute inter-arm systolic and diastolic blood pressure are present. This emphasizes the importance of measuring blood pressure in both arms initially to prevent this misdiagnosis of hypertension, due to normal differences in blood pressure between the arms."
161,10.1097/00003246-200002000-00014,"To evaluate the accuracy of oscillometric blood pressure measurement according to the relation between cuff size and upper-arm circumference in critically ill patients. Prospective data collection. Emergency department in a 2,000-bed inner city hospital. Thirty-eight patients categorized into three groups according to their upper-arm circumference (group I: 18-25 cm; group II: 25.1-33 cm; and group III: 33.1-47.5 cm) were enrolled in the study protocol. In each patient, all three cuff sizes (Hewlett-Packard Cuff 40401 B, C, and D) were used to perform an oscillometric blood pressure measurement at least within 3 mins until ten to 20 measurements for each cuff size were achieved. Invasive mean arterial blood pressure measurement was done by cannulation of the contralateral radial artery with direct transduction of the systemic arterial pressure waveform. The corresponding invasive blood pressure value was obtained at the end of each oscillometric measurement. Overall, 1,494 pairs of simultaneous oscillometric and invasive blood pressure measurements were collected in 38 patients (group I, n = 5; group II, n = 23; and group III, n = 10) over a total time of 72.3 hrs. Mean arterial blood pressure ranged from 35 to 165 mm Hg. The overall discrepancy between oscillometric and invasive blood pressure measurement was -6.7+/-9.7 mm Hg (p<.0001), if the recommended cuff size according to the upper-arm circumference was used (539 measurements). Of all the blood pressure measurements, 26.4% (n = 395) had a discrepancy of > or =10 mm Hg and 34.2% (n = 512) exhibited a discrepancy of > or =20 mm Hg. No differences between invasive and noninvasive blood pressure measurements were noted in patients either with or without inotropic support (-6.6 + 7.2 vs. -8.6 + 6.8 mm Hg; not significant). The oscillometric blood pressure measurement significantly underestimates arterial blood pressure and exhibits a high number of measurements out of the clinically acceptable range. The relation between cuff size and upper-arm circumference contributes substantially to the inaccuracy of the oscillometric blood pressure measurement. Therefore, oscillometric blood pressure measurement does not achieve adequate accuracy in critically ill patients."
162,10.1111/jch.13301,"The characteristics of the optimal cuff for blood pressure (BP) measurement are still the subject of much debate. The choice of the appropriate cuff in obese individuals depends not only on the arm circumference but also on its shape because a conically shaped arm makes it difficult to fit the cuff to the arm. When a large-size cylindrical cuff is used in conical arms, an overestimation of the true BP is likely to occur with BP discrepancies that may be as large as 10 mm Hg. With the advent of automatic oscillometric devices, the choice of the appropriate cuff became even more controversial because with oscillometric BP measurement the reference point is not the artery occlusion but the oscillometric peak signal. To overcome the problem of miscuffing in obese individuals, special cuffs that can accommodate a wide range of arm sizes have been designed. Using these cuffs, accurate oscillometric BP measurements can be obtained over a wide range of arm circumferences using a unique software algorithm. These wide-range cuffs coupled to oscillometric devices may represent a good option for BP measurement in very obese subjects. However, their reliability should be confirmed in larger populations and different settings."
164,10.1038/jhh.2013.38,"Office blood pressure (BP) is recommended to be measured after 5 min of seated rest, but it may decrease for 10 min of seated rest. This study aimed to determine the change (and its clinical relevance) in brachial and central BP from 5 to 10 min of seated rest. Office brachial and central BP (measured after 5 and 10 min), left ventricular (LV) mass index, 7-day home and ambulatory BP were measured in 250 participants with treated hypertension. Office brachial and central BP were significantly lower at 10-min compared with 5-min BP (P<0.001). Seven-day home systolic BP (SBP) was significantly lower than office SBP measured at 5 min (P<0.001), but was similar to office SBP at 10 min (P=0.511). From 5 to 10 min, the percentage of participants with controlled BP increased and the percentage of participants with high central pulse pressure (PP) decreased (P<0.001). Moreover, brachial and central PP were significantly correlated with LV mass index measured at 10 min (r=0.171, P=0.006 and r=0.139, P=0.027, respectively), but not at 5 min (r=0.115, P=0.068 and r=0.084, P=0.185, respectively). BP recorded after 10 min is more representative of true BP control. These findings have relevance to appropriate diagnosis of hypertension and design of clinical trials."
165,10.1016/j.amjhyper.2005.08.021,"Background: The optimal time at rest before clinic blood pressure (BP) measurement is still undefined. In this study in patients with essential hypertension, the time course of the hemodynamic changes during a 16-min rest in the chair-seated position was evaluated and compared with that observed in a stabilized postural condition, such as after a prolonged supine rest.
Methods: In 55 untreated essential hypertensive patients, BP, heart rate, stroke volume (impedance cardiography), and systemic vascular resistances were measured every other minute during a 16-min rest in the chair-seated position and, in random sequence, in the last 16 min of a 60-min supine rest.
Results: Overall, systolic BP (SBP) and diastolic BP (DBP) decreased by 11.6 and 4.3 mm Hg, respectively, during the chair-seated rest; only a 1.8–mm Hg decrease in SBP was observed in the control supine study. The chair-seated fall in BP was associated with a decrease in systemic vascular resistances, in the absence of significant changes in cardiac index. From the logarithmic curve of SBP and DBP decrements, a half-time of 5.8 and 5.5 min respectively, was calculated. Decrements in SBP, but not DBP, were inversely related to the corresponding baseline values.
Conclusions: In untreated essential hypertensive patients a significant decrease in SBP and DBP associated with a systemic vasodilation was observed during a 16-min rest in the chair-seated position. Because approximately 75% of the spontaneous fall in BP occurred within 10 min, it appears that this time at rest before clinic BP evaluation could improve the precision and accuracy of the measurement."
166,10.1016/S0140-6736(83)92244-4,"Changes in blood pressure in 10 or 15 min periods during which a doctor repeatedly measured blood pressure by the cuff method were monitored by a continuous intra-arterial recorder. In almost all the 48 normotensive and hypertensive subjects tested the doctor's arrival at the bedside induced immediate rises in systolic and diastolic blood pressures peaking within 1 to 4 min (mean 26·7±2·3 mm Hg and 14·9±1·6 mm Hg above pre-visit values). There were large differences between individuals in the peak response (range, 4-75 mm Hg systolic and 1-36 mm Hg diastolic) unrelated to age, sex, baseline blood pressure, or blood-pressure variability. There was concomitant tachycardia (average peak response 15·9±1·5 beats/min, range 4-45 beats/min) which was only slightly correlated with the blood-pressure rise. After the peak response blood pressure declined and at the end ofthe visit was only slightly above the pre-visit level. A second visit by the same doctor did not change the average size of the early pressor response or the slope of its subsequent decline."
167,10.1016/j.jash.2008.04.002,"This American Society of Hypertension position paper focuses on the importance of out-of-office blood pressure (BP) measurement for the clinical management of patients with hypertension and its complications. Studies have supported direct and independent associations of cardiovascular risk with ambulatory BP and inverse associations with the degree of BP reduction from day to night. Self-monitoring of the BP (or home BP monitoring) also has advantages in evaluating patients with hypertension, especially those already on drug treatment, but less is known about its relation to future cardiovascular events. Data derived from ambulatory BP monitoring (ABPM) allow the identification of high-risk patients, independent from the BP obtained in the clinic or office setting. While neither ABPM nor self-BP monitoring are mandatory for the routine diagnosis of hypertension, these modalities can enhance the ability for identification of white-coat and masked hypertension and evaluate the extent of BP control in patients on drug therapy."
168,10.3390/technologies5020021,"Blood pressure (BP) is one of the most important monitoring parameters in clinical medicine. For years, the cuff-based sphygmomanometer and the arterial invasive line have been the gold standards for care professionals to assess BP. During the past few decades, the wide spread of the oscillometry-based BP arm or wrist cuffs have made home-based BP assessment more convenient and accessible. However, the discontinuous nature, the inability to interface with mobile applications, the relative inaccuracy with movement, and the need for calibration have rendered those BP oscillometry devices inadequate for next-generation healthcare infrastructure where integration and continuous data acquisition and communication are required. Recently, the indirect approach to obtain BP values has been intensively investigated, where BP is mathematically derived through the “Time Delay” in propagation of pressure waves in the vascular system. This holds promise for the realization of cuffless and continuous BP monitoring systems, for both patients and healthy populations in both inpatient and outpatient settings. This review highlights recent efforts in developing these next-generation blood pressure monitoring devices and compares various mathematical models. The unmet challenges and further developments that are crucial to develop “Time Delay”-based BP devices are also discussed."
170,10.1109%2FTBME.2017.2756018,"Objective: Pulse transit time (PTT) is being widely pursued for ubiquitous blood pressure (BP) monitoring. PTT-based systems may require periodic cuff calibrations but can still be useful for hypertension screening by affording numerous, out-of-clinic measurements that can be averaged. The objective was to predict the maximum calibration period that would not compromise accuracy and acceptable error limits in light of measurement averaging for PTT-based systems. Methods: Well-known mathematical models and vast BP data were leveraged. Models relating PTT, age, and gender to BP were employed to determine the maximum time period for the PTT-BP calibration curve to change by <1 mmHg over physiological BP ranges for each age and gender. A model of within-person BP variability was employed to establish the screening accuracy of the conventional cuff-based approach. These models were integrated to investigate the screening accuracy of the average of numerous measurements of a PTT-based system in relation to the accuracy of its individual measurements. Results: The maximum calibration period was about 1 year for a 30 year old and declined linearly to about 6 months for a 70 year old. A PTT-based system with precision error of >12 mmHg for systolic BP could achieve the screening accuracy of the cuff-based approach via measurement averaging. Conclusion: This theoretical study indicates that PTT-based BP monitoring is viable even with periodic calibration and seemingly high measurement errors. Significance: The predictions may help guide the implementation, evaluation, and application of PTT-based BP monitoring systems in practice. Index Terms: bias and precision error limits, blood pressure variability, calibration, cuff-less blood pressure, hypertension screening, pulse transit time, pulse wave velocity, wearable"
